commune,voters,eligible,turnout,district,region
Žitavce,34.0,323.0,10.52,Nitra,Nitriansky
Zlaté Moravce,1375.0,10537.0,13.04,Nitra,Nitriansky
Zlatno,24.0,199.0,12.06,Nitra,Nitriansky
Andovce,248.0,1172.0,21.16,Nové Zámky,Nitriansky
Bajtava,84.0,355.0,23.66,Nové Zámky,Nitriansky
Bánov,354.0,3104.0,11.4,Nové Zámky,Nitriansky
Bardoňovo,68.0,565.0,12.03,Nové Zámky,Nitriansky
Belá,68.0,328.0,20.73,Nové Zámky,Nitriansky
Bešeňov,222.0,1405.0,15.8,Nové Zámky,Nitriansky
Bíňa,312.0,1199.0,26.02,Nové Zámky,Nitriansky
Branovo,82.0,493.0,16.63,Nové Zámky,Nitriansky
Bruty,84.0,503.0,16.69,Nové Zámky,Nitriansky
Čechy,64.0,262.0,24.42,Nové Zámky,Nitriansky
Černík,68.0,831.0,8.18,Nové Zámky,Nitriansky
Chľaba,122.0,582.0,20.96,Nové Zámky,Nitriansky
Dedinka,88.0,631.0,14.1,Nové Zámky,Nitriansky
Dolný Ohaj,184.0,1321.0,13.92,Nové Zámky,Nitriansky
Dubník,170.0,1366.0,12.44,Nové Zámky,Nitriansky
Dvory nad Žitavou,626.0,4195.0,14.97,Nové Zámky,Nitriansky
Gbelce,278.0,1822.0,15.25,Nové Zámky,Nitriansky
Hul,96.0,1013.0,9.47,Nové Zámky,Nitriansky
Jasová,103.0,1005.0,10.24,Nové Zámky,Nitriansky
Jatov,81.0,650.0,12.46,Nové Zámky,Nitriansky
Kamenica nad Hronom,152.0,996.0,15.26,Nové Zámky,Nitriansky
Kamenín,274.0,1252.0,21.96,Nové Zámky,Nitriansky
Kamenný Most,172.0,880.0,19.54,Nové Zámky,Nitriansky
Kmeťovo,145.0,752.0,19.28,Nové Zámky,Nitriansky
Kolta,117.0,1144.0,10.22,Nové Zámky,Nitriansky
Komjatice,292.0,3469.0,8.41,Nové Zámky,Nitriansky
Komoča,135.0,792.0,17.04,Nové Zámky,Nitriansky
Leľa,73.0,282.0,25.88,Nové Zámky,Nitriansky
Lipová,138.0,1281.0,10.77,Nové Zámky,Nitriansky
Ľubá,44.0,372.0,11.82,Nové Zámky,Nitriansky
Malá nad Hronom,84.0,320.0,26.25,Nové Zámky,Nitriansky
Malé Kosihy,104.0,297.0,35.01,Nové Zámky,Nitriansky
Maňa,158.0,1626.0,9.71,Nové Zámky,Nitriansky
Michal nad Žitavou,55.0,545.0,10.09,Nové Zámky,Nitriansky
Mojzesovo,75.0,1116.0,6.72,Nové Zámky,Nitriansky
Mužla,319.0,1637.0,19.54,Nové Zámky,Nitriansky
Nána,144.0,951.0,15.14,Nové Zámky,Nitriansky
Nová Vieska,226.0,628.0,35.98,Nové Zámky,Nitriansky
Nové Zámky,4061.0,33559.0,12.1,Nové Zámky,Nitriansky
Obid,166.0,924.0,18.07,Nové Zámky,Nitriansky
Palárikovo,287.0,3604.0,7.99,Nové Zámky,Nitriansky
Pavlová,90.0,207.0,43.47,Nové Zámky,Nitriansky
Podhájska,115.0,895.0,12.84,Nové Zámky,Nitriansky
Pozba,104.0,419.0,24.82,Nové Zámky,Nitriansky
Radava,105.0,680.0,15.44,Nové Zámky,Nitriansky
Rastislavice,72.0,750.0,9.73,Nové Zámky,Nitriansky
Rúbaň,101.0,782.0,12.91,Nové Zámky,Nitriansky
Salka,177.0,825.0,21.45,Nové Zámky,Nitriansky
Šarkan,57.0,288.0,19.79,Nové Zámky,Nitriansky
Semerovo,97.0,1110.0,8.73,Nové Zámky,Nitriansky
Sikenička,110.0,380.0,28.94,Nové Zámky,Nitriansky
Strekov,353.0,1675.0,21.07,Nové Zámky,Nitriansky
Štúrovo,1526.0,8917.0,17.13,Nové Zámky,Nitriansky
Šurany,881.0,8450.0,10.43,Nové Zámky,Nitriansky
Svodín,353.0,2046.0,17.25,Nové Zámky,Nitriansky
Trávnica,88.0,951.0,9.25,Nové Zámky,Nitriansky
Tvrdošovce,460.0,4397.0,10.5,Nové Zámky,Nitriansky
Úľany nad Žitavou,153.0,1308.0,11.69,Nové Zámky,Nitriansky
Veľké Lovce,193.0,1579.0,12.28,Nové Zámky,Nitriansky
Veľký Kýr,226.0,2582.0,8.75,Nové Zámky,Nitriansky
Vlkas,38.0,268.0,14.17,Nové Zámky,Nitriansky
Zemné,285.0,1806.0,15.78,Nové Zámky,Nitriansky
Diakovce,291.0,1913.0,15.21,Šaľa,Nitriansky
Dlhá nad Váhom,119.0,771.0,15.43,Šaľa,Nitriansky
Hájske,142.0,1088.0,13.14,Šaľa,Nitriansky
Horná Kráľová,102.0,1572.0,6.48,Šaľa,Nitriansky
Kráľová nad Váhom,233.0,1444.0,16.13,Šaľa,Nitriansky
Močenok,318.0,3588.0,8.89,Šaľa,Nitriansky
Neded,258.0,2691.0,9.58,Šaľa,Nitriansky
Šaľa,2186.0,19044.0,11.48,Šaľa,Nitriansky
Selice,94.0,2275.0,4.13,Šaľa,Nitriansky
Tešedíkovo,507.0,3168.0,16.0,Šaľa,Nitriansky
Trnovec nad Váhom,194.0,2232.0,8.73,Šaľa,Nitriansky
Vlčany,271.0,2753.0,9.84,Šaľa,Nitriansky
Žihárec,212.0,1366.0,15.51,Šaľa,Nitriansky
Ardanovce,14.0,180.0,7.77,Topoľčany,Nitriansky
Belince,33.0,261.0,12.64,Topoľčany,Nitriansky
Biskupová,24.0,180.0,13.33,Topoľčany,Nitriansky
Blesovce,26.0,303.0,8.58,Topoľčany,Nitriansky
Bojná,120.0,1680.0,7.14,Topoľčany,Nitriansky
Čeľadince,31.0,369.0,8.4,Topoľčany,Nitriansky
Čermany,36.0,326.0,11.04,Topoľčany,Nitriansky
Chrabrany,72.0,665.0,10.82,Topoľčany,Nitriansky
Dvorany nad Nitrou,65.0,630.0,10.31,Topoľčany,Nitriansky
Hajná Nová Ves,17.0,274.0,6.2,Topoľčany,Nitriansky
Horné Chlebany,46.0,296.0,15.54,Topoľčany,Nitriansky
Horné Obdokovce,108.0,1354.0,7.97,Topoľčany,Nitriansky
Horné Štitáre,43.0,406.0,10.59,Topoľčany,Nitriansky
Hrušovany,98.0,926.0,10.58,Topoľčany,Nitriansky
Jacovce,212.0,1530.0,13.85,Topoľčany,Nitriansky
Kamanová,59.0,511.0,11.54,Topoľčany,Nitriansky
Koniarovce,69.0,545.0,12.66,Topoľčany,Nitriansky
Kovarce,81.0,1217.0,6.65,Topoľčany,Nitriansky
Krnča,100.0,1125.0,8.88,Topoľčany,Nitriansky
Krtovce,54.0,249.0,21.68,Topoľčany,Nitriansky
Krušovce,141.0,1519.0,9.28,Topoľčany,Nitriansky
Kuzmice,97.0,574.0,16.89,Topoľčany,Nitriansky
Lipovník,32.0,265.0,12.07,Topoľčany,Nitriansky
Ludanice,176.0,1547.0,11.44,Topoľčany,Nitriansky
Lužany,34.0,173.0,19.65,Topoľčany,Nitriansky
Malé Ripňany,38.0,447.0,8.5,Topoľčany,Nitriansky
Nemčice,105.0,807.0,13.01,Topoľčany,Nitriansky
Nemečky,26.0,259.0,10.03,Topoľčany,Nitriansky
Nitrianska Blatnica,92.0,978.0,9.4,Topoľčany,Nitriansky
Nitrianska Streda,74.0,661.0,11.19,Topoľčany,Nitriansky
Norovce,28.0,278.0,10.07,Topoľčany,Nitriansky
Oponice,55.0,706.0,7.79,Topoľčany,Nitriansky
Orešany,11.0,267.0,4.11,Topoľčany,Nitriansky
Podhradie,30.0,237.0,12.65,Topoľčany,Nitriansky
Prašice,178.0,1743.0,10.21,Topoľčany,Nitriansky
Práznovce,79.0,790.0,10.0,Topoľčany,Nitriansky
Preseľany,117.0,1274.0,9.18,Topoľčany,Nitriansky
Radošina,138.0,1679.0,8.27,Topoľčany,Nitriansky
Rajčany,42.0,477.0,8.8,Topoľčany,Nitriansky
Šalgovce,44.0,429.0,10.25,Topoľčany,Nitriansky
Solčany,191.0,2092.0,9.13,Topoľčany,Nitriansky
Solčianky,32.0,232.0,13.79,Topoľčany,Nitriansky
Súlovce,66.0,406.0,16.25,Topoľčany,Nitriansky
Svrbice,31.0,163.0,19.01,Topoľčany,Nitriansky
Tesáre,87.0,596.0,14.59,Topoľčany,Nitriansky
Topoľčany,2352.0,23009.0,10.23,Topoľčany,Nitriansky
Tovarníky,150.0,1181.0,12.7,Topoľčany,Nitriansky
Tvrdomestice,29.0,388.0,7.47,Topoľčany,Nitriansky
Urmince,107.0,1174.0,9.28,Topoľčany,Nitriansky
Veľké Dvorany,74.0,599.0,12.35,Topoľčany,Nitriansky
Veľké Ripňany,151.0,1783.0,8.52,Topoľčany,Nitriansky
Velušovce,51.0,431.0,12.06,Topoľčany,Nitriansky
Vozokany,29.0,272.0,10.66,Topoľčany,Nitriansky
Závada,42.0,523.0,8.03,Topoľčany,Nitriansky
Čadca,1739.0,20002.0,8.7,Čadca,Žilinský
Čierne,261.0,3448.0,7.56,Čadca,Žilinský
Dlhá nad Kysucou,30.0,499.0,6.01,Čadca,Žilinský
Dunajov,136.0,905.0,15.02,Čadca,Žilinský
Klokočov,100.0,1927.0,5.18,Čadca,Žilinský
Klubina,38.0,437.0,8.69,Čadca,Žilinský
Korňa,105.0,1690.0,6.21,Čadca,Žilinský
Krásno nad Kysucou,512.0,5370.0,9.55,Čadca,Žilinský
Makov,178.0,1464.0,12.15,Čadca,Žilinský
Nová Bystrica,124.0,2274.0,5.45,Čadca,Žilinský
Olešná,74.0,1566.0,4.72,Čadca,Žilinský
Oščadnica,351.0,4397.0,8.02,Čadca,Žilinský
Podvysoká,67.0,1049.0,6.38,Čadca,Žilinský
Radôstka,35.0,676.0,5.17,Čadca,Žilinský
Raková,363.0,4320.0,8.4,Čadca,Žilinský
Skalité,394.0,4059.0,9.7,Čadca,Žilinský
Stará Bystrica,200.0,2195.0,9.11,Čadca,Žilinský
Staškov,258.0,2187.0,11.88,Čadca,Žilinský
Svrčinovec,161.0,2734.0,5.88,Čadca,Žilinský
Turzovka,450.0,6086.0,7.39,Čadca,Žilinský
Vysoká nad Kysucou,195.0,2240.0,8.75,Čadca,Žilinský
Zákopčie,122.0,1413.0,8.63,Čadca,Žilinský
Zborov nad Bystricou,288.0,1763.0,16.33,Čadca,Žilinský
Bziny,105.0,433.0,24.24,Dolný Kubín,Žilinský
Chlebnice,140.0,1218.0,11.49,Dolný Kubín,Žilinský
Dlhá nad Oravou,113.0,1091.0,10.54,Dolný Kubín,Žilinský
Dolný Kubín,2398.0,15260.0,15.72,Dolný Kubín,Žilinský
Horná Lehota,80.0,453.0,17.66,Dolný Kubín,Žilinský
Istebné,150.0,1154.0,12.99,Dolný Kubín,Žilinský
Jasenová,48.0,349.0,13.75,Dolný Kubín,Žilinský
Kraľovany,50.0,369.0,13.55,Dolný Kubín,Žilinský
Krivá,124.0,623.0,19.9,Dolný Kubín,Žilinský
Leštiny,40.0,209.0,19.13,Dolný Kubín,Žilinský
Malatiná,113.0,641.0,17.62,Dolný Kubín,Žilinský
Medzibrodie nad Oravou,71.0,383.0,18.53,Dolný Kubín,Žilinský
Oravská Poruba,127.0,819.0,15.5,Dolný Kubín,Žilinský
Oravský Podzámok,190.0,1065.0,17.84,Dolný Kubín,Žilinský
Osádka,37.0,121.0,30.57,Dolný Kubín,Žilinský
Párnica,72.0,681.0,10.57,Dolný Kubín,Žilinský
Pokryváč,34.0,153.0,22.22,Dolný Kubín,Žilinský
Pribiš,68.0,358.0,18.99,Dolný Kubín,Žilinský
Pucov,75.0,603.0,12.43,Dolný Kubín,Žilinský
Sedliacka Dubová,60.0,415.0,14.45,Dolný Kubín,Žilinský
Veličná,145.0,862.0,16.82,Dolný Kubín,Žilinský
Vyšný Kubín,124.0,543.0,22.83,Dolný Kubín,Žilinský
Žaškov,138.0,1315.0,10.49,Dolný Kubín,Žilinský
Zázrivá,217.0,2146.0,10.11,Dolný Kubín,Žilinský
Beňadiková,25.0,376.0,6.64,Liptovský Mikuláš,Žilinský
Bobrovček,38.0,156.0,24.35,Liptovský Mikuláš,Žilinský
Bobrovec,253.0,1523.0,16.61,Liptovský Mikuláš,Žilinský
Bobrovník,16.0,109.0,14.67,Liptovský Mikuláš,Žilinský
Bukovina,12.0,96.0,12.5,Liptovský Mikuláš,Žilinský
Demänovská Dolina,38.0,256.0,14.84,Liptovský Mikuláš,Žilinský
Dúbrava,91.0,1066.0,8.53,Liptovský Mikuláš,Žilinský
Galovany,25.0,236.0,10.59,Liptovský Mikuláš,Žilinský
Gôtovany,26.0,358.0,7.26,Liptovský Mikuláš,Žilinský
Huty,43.0,156.0,27.56,Liptovský Mikuláš,Žilinský
Hybe,150.0,1318.0,11.38,Liptovský Mikuláš,Žilinský
Ižipovce,9.0,76.0,11.84,Liptovský Mikuláš,Žilinský
Jakubovany,45.0,446.0,10.08,Liptovský Mikuláš,Žilinský
Jalovec,36.0,257.0,14.0,Liptovský Mikuláš,Žilinský
Jamník,35.0,386.0,9.06,Liptovský Mikuláš,Žilinský
Konská,25.0,206.0,12.13,Liptovský Mikuláš,Žilinský
Kráľova Lehota,101.0,505.0,20.19,Liptovský Mikuláš,Žilinský
Kvačany,56.0,460.0,12.17,Liptovský Mikuláš,Žilinský
Lazisko,44.0,331.0,13.29,Liptovský Mikuláš,Žilinský
Liptovská Anna,14.0,77.0,18.18,Liptovský Mikuláš,Žilinský
Liptovská Kokava,82.0,824.0,9.95,Liptovský Mikuláš,Žilinský
Liptovská Porúbka,81.0,992.0,8.16,Liptovský Mikuláš,Žilinský
Liptovská Sielnica,75.0,482.0,15.56,Liptovský Mikuláš,Žilinský
Liptovské Beharovce,14.0,62.0,22.58,Liptovský Mikuláš,Žilinský
Liptovské Kľačany,64.0,298.0,21.47,Liptovský Mikuláš,Žilinský
Liptovské Matiašovce,65.0,240.0,27.08,Liptovský Mikuláš,Žilinský
Liptovský Hrádok,817.0,6279.0,13.01,Liptovský Mikuláš,Žilinský
Liptovský Ján,169.0,873.0,19.35,Liptovský Mikuláš,Žilinský
Liptovský Mikuláš,3534.0,26537.0,13.32,Liptovský Mikuláš,Žilinský
Liptovský Ondrej,52.0,494.0,10.52,Liptovský Mikuláš,Žilinský
Liptovský Peter,108.0,1150.0,9.39,Liptovský Mikuláš,Žilinský
Liptovský Trnovec,50.0,489.0,10.22,Liptovský Mikuláš,Žilinský
Ľubeľa,111.0,959.0,11.57,Liptovský Mikuláš,Žilinský
Malatíny,28.0,160.0,17.5,Liptovský Mikuláš,Žilinský
Malé Borové,30.0,131.0,22.9,Liptovský Mikuláš,Žilinský
Malužiná,31.0,219.0,14.15,Liptovský Mikuláš,Žilinský
Nižná Boca,41.0,144.0,28.47,Liptovský Mikuláš,Žilinský
Partizánska Ľupča,91.0,1026.0,8.86,Liptovský Mikuláš,Žilinský
Pavčina Lehota,61.0,323.0,18.88,Liptovský Mikuláš,Žilinský
Pavlova Ves,35.0,211.0,16.58,Liptovský Mikuláš,Žilinský
Podtureň,100.0,792.0,12.62,Liptovský Mikuláš,Žilinský
Pribylina,81.0,1064.0,7.7,Liptovský Mikuláš,Žilinský
Prosiek,35.0,157.0,22.29,Liptovský Mikuláš,Žilinský
Smrečany,90.0,488.0,18.44,Liptovský Mikuláš,Žilinský
Svätý Kríž,54.0,669.0,8.07,Liptovský Mikuláš,Žilinský
Trstené,25.0,190.0,13.15,Liptovský Mikuláš,Žilinský
Uhorská Ves,65.0,396.0,16.41,Liptovský Mikuláš,Žilinský
Vavrišovo,86.0,522.0,16.47,Liptovský Mikuláš,Žilinský
Važec,129.0,1886.0,6.89,Liptovský Mikuláš,Žilinský
Veľké Borové,13.0,55.0,23.63,Liptovský Mikuláš,Žilinský
Veterná Poruba,24.0,320.0,7.5,Liptovský Mikuláš,Žilinský
Vlachy,60.0,496.0,12.09,Liptovský Mikuláš,Žilinský
Východná,138.0,1829.0,7.54,Liptovský Mikuláš,Žilinský
Vyšná Boca,20.0,83.0,24.09,Liptovský Mikuláš,Žilinský
Závažná Poruba,137.0,1040.0,13.17,Liptovský Mikuláš,Žilinský
Žiar,61.0,367.0,16.62,Liptovský Mikuláš,Žilinský
Abramová,18.0,149.0,12.08,Martin,Žilinský
Belá-Dulice,100.0,1039.0,9.62,Martin,Žilinský
Benice,47.0,282.0,16.66,Martin,Žilinský
Blatnica,110.0,768.0,14.45,Martin,Žilinský
Blažovce,29.0,145.0,20.0,Martin,Žilinský
Bodorová,19.0,195.0,9.74,Martin,Žilinský
Borcová,21.0,110.0,19.09,Martin,Žilinský
Brieštie,15.0,125.0,12.0,Martin,Žilinský
Budiš,14.0,177.0,7.9,Martin,Žilinský
Bystrička,136.0,1201.0,11.32,Martin,Žilinský
Čremošné,25.0,82.0,30.48,Martin,Žilinský
Ďanová,53.0,442.0,11.99,Martin,Žilinský
Diaková,48.0,261.0,18.39,Martin,Žilinský
Dolný Kalník,17.0,109.0,15.59,Martin,Žilinský
Dražkovce,100.0,706.0,14.16,Martin,Žilinský
Dubové,58.0,606.0,9.57,Martin,Žilinský
Folkušová,28.0,125.0,22.4,Martin,Žilinský
Háj,65.0,358.0,18.15,Martin,Žilinský
Horná Štubňa,134.0,1290.0,10.38,Martin,Žilinský
Horný Kalník,31.0,136.0,22.79,Martin,Žilinský
Ivančiná,18.0,85.0,21.17,Martin,Žilinský
Jasenovo,21.0,134.0,15.67,Martin,Žilinský
Jazernica,49.0,273.0,17.94,Martin,Žilinský
Kaľamenová,12.0,71.0,16.9,Martin,Žilinský
Karlová,21.0,90.0,23.33,Martin,Žilinský
Kláštor pod Znievom,149.0,1354.0,11.0,Martin,Žilinský
Košťany nad Turcom,122.0,1033.0,11.81,Martin,Žilinský
Krpeľany,72.0,957.0,7.52,Martin,Žilinský
Laskár,21.0,93.0,22.58,Martin,Žilinský
Ležiachov,11.0,132.0,8.33,Martin,Žilinský
Liešno,13.0,55.0,23.63,Martin,Žilinský
Lipovec,118.0,781.0,15.1,Martin,Žilinský
Malý Čepčín,71.0,440.0,16.13,Martin,Žilinský
Martin,6376.0,46352.0,13.76,Martin,Žilinský
Moškovec,34.0,72.0,47.22,Martin,Žilinský
Mošovce,152.0,1148.0,13.24,Martin,Žilinský
Necpaly,78.0,726.0,10.74,Martin,Žilinský
Nolčovo,26.0,219.0,11.87,Martin,Žilinský
Ondrašová,15.0,66.0,22.72,Martin,Žilinský
Podhradie,67.0,571.0,11.73,Martin,Žilinský
Príbovce,103.0,890.0,11.57,Martin,Žilinský
Rakovo,46.0,265.0,17.35,Martin,Žilinský
Rakša,32.0,183.0,17.48,Martin,Žilinský
Ratkovo,22.0,153.0,14.37,Martin,Žilinský
Rudno,19.0,182.0,10.43,Martin,Žilinský
Sklabiňa,77.0,543.0,14.18,Martin,Žilinský
Sklabinský Podzámok,27.0,155.0,17.41,Martin,Žilinský
Sklené,60.0,622.0,9.64,Martin,Žilinský
Slovany,34.0,347.0,9.79,Martin,Žilinský
Slovenské Pravno,78.0,784.0,9.94,Martin,Žilinský
Socovce,21.0,192.0,10.93,Martin,Žilinský
Sučany,430.0,3809.0,11.31,Martin,Žilinský
Šútovo,51.0,434.0,12.9,Martin,Žilinský
Trebostovo,47.0,427.0,11.0,Martin,Žilinský
Trnovo,47.0,215.0,21.86,Martin,Žilinský
Turany,378.0,3644.0,10.37,Martin,Žilinský
Turček,50.0,546.0,9.15,Martin,Žilinský
Turčianska Štiavnička,52.0,731.0,7.11,Martin,Žilinský
Turčianske Jaseno,26.0,306.0,8.49,Martin,Žilinský
Turčianske Kľačany,100.0,757.0,13.21,Martin,Žilinský
Turčianske Teplice,708.0,5642.0,12.54,Martin,Žilinský
Turčiansky Ďur,18.0,151.0,11.92,Martin,Žilinský
Turčiansky Peter,59.0,342.0,17.54,Martin,Žilinský
Valča,132.0,1326.0,9.95,Martin,Žilinský
Veľký Čepčín,16.0,183.0,9.28,Martin,Žilinský
Vrícko,121.0,375.0,32.26,Martin,Žilinský
Vrútky,864.0,6105.0,14.15,Martin,Žilinský
Žabokreky,127.0,1001.0,12.68,Martin,Žilinský
Záborie,12.0,127.0,9.44,Martin,Žilinský
Babín,83.0,1064.0,7.8,Námestovo,Žilinský
Beňadovo,160.0,542.0,29.52,Námestovo,Žilinský
Bobrov,175.0,1299.0,13.54,Námestovo,Žilinský
Breza,97.0,1147.0,8.45,Námestovo,Žilinský
Brezovica,131.0,1012.0,12.94,Námestovo,Žilinský
Čimhová,128.0,501.0,25.54,Námestovo,Žilinský
Habovka,215.0,1062.0,20.24,Námestovo,Žilinský
Hladovka,110.0,755.0,14.56,Námestovo,Žilinský
Hruštín,222.0,2471.0,8.98,Námestovo,Žilinský
Klin,182.0,1591.0,11.43,Námestovo,Žilinský
Krušetnica,83.0,713.0,11.64,Námestovo,Žilinský
Liesek,352.0,2027.0,17.36,Námestovo,Žilinský
Lokca,214.0,1707.0,12.53,Námestovo,Žilinský
Lomná,63.0,603.0,10.44,Námestovo,Žilinský
Mútne,296.0,2052.0,14.42,Námestovo,Žilinský
Námestovo,804.0,6169.0,13.04,Námestovo,Žilinský
Nižná,576.0,3249.0,17.72,Námestovo,Žilinský
Novoť,306.0,2465.0,12.41,Námestovo,Žilinský
Oravská Jasenica,146.0,1326.0,11.01,Námestovo,Žilinský
Oravská Lesná,292.0,2403.0,12.15,Námestovo,Žilinský
Oravská Polhora,205.0,2745.0,7.46,Námestovo,Žilinský
Oravské Veselé,224.0,2079.0,10.77,Námestovo,Žilinský
Oravský Biely Potok,55.0,552.0,10.14,Námestovo,Žilinský
Podbiel,175.0,1028.0,17.02,Námestovo,Žilinský
Rabča,238.0,3406.0,7.01,Námestovo,Žilinský
Rabčice,96.0,1428.0,6.72,Námestovo,Žilinský
Sihelné,88.0,1436.0,6.12,Námestovo,Žilinský
Štefanov nad Oravou,90.0,501.0,17.96,Námestovo,Žilinský
Suchá Hora,146.0,990.0,14.84,Námestovo,Žilinský
Ťapešovo,77.0,513.0,15.0,Námestovo,Žilinský
Trstená,915.0,5781.0,15.82,Námestovo,Žilinský
Tvrdošín,1128.0,7160.0,15.76,Námestovo,Žilinský
Vasiľov,61.0,619.0,9.85,Námestovo,Žilinský
Vavrečka,124.0,1082.0,11.46,Námestovo,Žilinský
Vitanová,125.0,965.0,12.95,Námestovo,Žilinský
Zábiedovo,50.0,617.0,8.1,Námestovo,Žilinský
Zákamenné,302.0,3802.0,7.94,Námestovo,Žilinský
Zuberec,309.0,1486.0,20.79,Námestovo,Žilinský
Zubrohlava,122.0,1627.0,7.55,Námestovo,Žilinský
Bešeňová,38.0,369.0,10.29,Ružomberok,Žilinský
Hubová,147.0,872.0,16.85,Ružomberok,Žilinský
Ivachnová,60.0,461.0,13.01,Ružomberok,Žilinský
Kalameny,88.0,384.0,22.91,Ružomberok,Žilinský
Komjatná,117.0,1176.0,9.94,Ružomberok,Žilinský
Likavka,424.0,2413.0,17.61,Ružomberok,Žilinský
Liptovská Lúžna,219.0,2352.0,9.31,Ružomberok,Žilinský
Liptovská Osada,150.0,1372.0,10.93,Ružomberok,Žilinský
Liptovská Štiavnica,110.0,833.0,13.2,Ružomberok,Žilinský
Liptovská Teplá,104.0,776.0,13.4,Ružomberok,Žilinský
Liptovské Revúce,157.0,1360.0,11.54,Ružomberok,Žilinský
Liptovské Sliače,445.0,3048.0,14.59,Ružomberok,Žilinský
Liptovský Michal,39.0,228.0,17.1,Ružomberok,Žilinský
Lisková,214.0,1735.0,12.39,Ružomberok,Žilinský
Ľubochňa,139.0,877.0,15.84,Ružomberok,Žilinský
Lúčky,223.0,1438.0,15.5,Ružomberok,Žilinský
Ludrová,109.0,810.0,13.45,Ružomberok,Žilinský
Martinček,56.0,328.0,17.07,Ružomberok,Žilinský
Potok,18.0,94.0,19.14,Ružomberok,Žilinský
Ružomberok,3257.0,24022.0,13.57,Ružomberok,Žilinský
Stankovany,175.0,1001.0,17.48,Ružomberok,Žilinský
Štiavnička,75.0,526.0,14.25,Ružomberok,Žilinský
Švošov,73.0,640.0,11.4,Ružomberok,Žilinský
Turík,36.0,185.0,19.45,Ružomberok,Žilinský
Valaská Dubová,91.0,647.0,14.06,Ružomberok,Žilinský
Belá,222.0,2648.0,8.38,Žilina,Žilinský
Bitarová,72.0,587.0,12.26,Žilina,Žilinský
Brezany,64.0,468.0,13.67,Žilina,Žilinský
Bytča,1020.0,9198.0,11.11,Žilina,Žilinský
Čičmany,51.0,160.0,31.87,Žilina,Žilinský
Divina,151.0,2014.0,7.49,Žilina,Žilinský
Divinka,108.0,798.0,13.53,Žilina,Žilinský
Dlhé Pole,227.0,1644.0,13.8,Žilina,Žilinský
Dolná Tižina,86.0,990.0,8.68,Žilina,Žilinský
Dolný Hričov,129.0,1266.0,10.18,Žilina,Žilinský
Dolný Vadičov,64.0,381.0,16.79,Žilina,Žilinský
Ďurčiná,77.0,854.0,9.01,Žilina,Žilinský
Fačkov,34.0,585.0,5.81,Žilina,Žilinský
Gbeľany,140.0,987.0,14.18,Žilina,Žilinský
Hlboké nad Váhom,105.0,750.0,14.0,Žilina,Žilinský
Hôrky,83.0,589.0,14.09,Žilina,Žilinský
Horný Hričov,88.0,661.0,13.31,Žilina,Žilinský
Horný Vadičov,141.0,1264.0,11.15,Žilina,Žilinský
Hričovské Podhradie,22.0,313.0,7.02,Žilina,Žilinský
Hvozdnica,68.0,908.0,7.48,Žilina,Žilinský
Jablonové,70.0,704.0,9.94,Žilina,Žilinský
Jasenové,51.0,482.0,10.58,Žilina,Žilinský
Kamenná Poruba,216.0,1465.0,15.01,Žilina,Žilinský
Kľače,30.0,318.0,9.43,Žilina,Žilinský
Kolárovice,115.0,1491.0,7.71,Žilina,Žilinský
Konská,167.0,1216.0,13.73,Žilina,Žilinský
Kotešová,133.0,1587.0,8.38,Žilina,Žilinský
Kotrčiná Lúčka,70.0,361.0,19.39,Žilina,Žilinský
Krasňany,91.0,1002.0,9.08,Žilina,Žilinský
Kunerad,103.0,770.0,13.37,Žilina,Žilinský
Kysucké Nové Mesto,1623.0,12719.0,12.8,Žilina,Žilinský
Kysucký Lieskovec,178.0,1888.0,9.42,Žilina,Žilinský
Lietava,131.0,1178.0,11.12,Žilina,Žilinský
Lietavská Lúčka,292.0,1505.0,19.4,Žilina,Žilinský
Lietavská Svinná-Babkov,134.0,1330.0,10.07,Žilina,Žilinský
Lodno,119.0,753.0,15.8,Žilina,Žilinský
Lopušné Pažite,36.0,378.0,9.52,Žilina,Žilinský
Lutiše,75.0,631.0,11.88,Žilina,Žilinský
Lysica,70.0,672.0,10.41,Žilina,Žilinský
Malá Čierna,45.0,278.0,16.18,Žilina,Žilinský
Maršová-Rašov,79.0,656.0,12.19,Žilina,Žilinský
Mojš,140.0,710.0,19.71,Žilina,Žilinský
Nededza,108.0,785.0,13.75,Žilina,Žilinský
Nesluša,209.0,2505.0,8.38,Žilina,Žilinský
Nezbudská Lúčka,26.0,338.0,7.69,Žilina,Žilinský
Ochodnica,169.0,1576.0,10.72,Žilina,Žilinský
Ovčiarsko,48.0,448.0,10.71,Žilina,Žilinský
Paština Závada,12.0,177.0,6.77,Žilina,Žilinský
Petrovice,129.0,1231.0,10.47,Žilina,Žilinský
Podhorie,62.0,656.0,9.45,Žilina,Žilinský
Porúbka,55.0,387.0,14.21,Žilina,Žilinský
Povina,85.0,905.0,9.39,Žilina,Žilinský
Predmier,122.0,1102.0,11.07,Žilina,Žilinský
Radoľa,148.0,1187.0,12.46,Žilina,Žilinský
Rajec,588.0,4911.0,11.97,Žilina,Žilinský
Rajecká Lesná,84.0,1033.0,8.13,Žilina,Žilinský
Rajecké Teplice,420.0,2286.0,18.41,Žilina,Žilinský
Rosina,354.0,2572.0,13.76,Žilina,Žilinský
Rudina,99.0,1325.0,7.47,Žilina,Žilinský
Rudinka,45.0,321.0,14.01,Žilina,Žilinský
